DiaMesAno,HoraMinutosSegundos,Latitude,Longitude,Velocidade,Altitude,Satelites,GyroX,GyroY,GyroZ
2015-10-30,17-22-1,-34.85078,-7.14094,0.80,62.50,6,-0.04,-1.11,-0.03
2015-10-30,17-22-1,-34.85078,-7.14094,0.80,62.50,6,0.02,-0.90,-0.23
2015-10-30,17-22-1,-34.85078,-7.14094,0.80,62.50,6,-0.03,-1.10,-0.06
2015-10-30,17-22-1,-34.85078,-7.14094,0.80,62.50,6,0.04,-0.91,-0.13
2015-10-30,17-22-1,-34.85078,-7.14094,0.80,62.50,6,0.02,-1.04,-0.08
2015-10-30,17-22-1,-34.85078,-7.14094,0.80,62.50,6,0.02,-0.97,-0.18
2015-10-30,17-22-2,-34.85078,-7.14093,0.80,63.00,9,0.03,-0.95,-0.13
2015-10-30,17-22-2,-34.85078,-7.14093,0.80,63.00,9,0.00,-0.95,-0.17
2015-10-30,17-22-2,-34.85078,-7.14093,0.30,63.00,9,-0.02,-1.00,-0.12
2015-10-30,17-22-2,-34.85078,-7.14093,0.30,63.00,9,0.01,-1.01,-0.58
2015-10-30,17-22-2,-34.85078,-7.14093,0.30,63.00,9,0.05,-1.10,-0.14
2015-10-30,17-22-2,-34.85078,-7.14093,0.30,63.00,9,0.31,-1.08,-0.11
2015-10-30,17-22-2,-34.85078,-7.14093,0.30,63.00,9,0.18,-0.91,-0.36
2015-10-30,17-22-2,-34.85078,-7.14093,0.30,63.00,9,0.39,-0.75,0.31
2015-10-30,17-22-2,-34.85078,-7.14093,0.30,63.00,9,0.40,-1.10,0.63
2015-10-30,17-22-2,-34.85078,-7.14093,0.30,63.00,9,0.35,-0.98,0.66
2015-10-30,17-22-2,-34.85078,-7.14093,0.30,63.00,9,0.02,-0.90,0.25
2015-10-30,17-22-2,-34.85078,-7.14093,0.30,63.00,9,0.04,-1.00,0.34
2015-10-30,17-22-2,-34.85078,-7.14093,0.30,63.00,9,0.05,-0.86,0.37
2015-10-30,17-22-2,-34.85078,-7.14093,0.30,63.00,9,0.07,-0.98,0.26
2015-10-30,17-22-2,-34.85078,-7.14093,0.30,63.00,9,0.05,-0.89,0.21
2015-10-30,17-22-2,-34.85078,-7.14093,0.30,63.00,9,0.11,-0.93,0.46
2015-10-30,17-22-3,-34.85079,-7.14092,0.87,63.00,9,0.14,-0.95,0.38
2015-10-30,17-22-3,-34.85079,-7.14092,0.87,63.00,9,0.23,-0.95,0.76
2015-10-30,17-22-3,-34.85079,-7.14092,0.87,63.00,9,0.31,-0.85,0.40
2015-10-30,17-22-3,-34.85079,-7.14092,0.87,63.00,9,0.70,-0.87,-0.45
2015-10-30,17-22-3,-34.85079,-7.14092,0.87,63.00,9,0.26,-0.70,-0.93
2015-10-30,17-22-3,-34.85079,-7.14092,0.87,63.00,9,0.07,-1.06,-0.55
2015-10-30,17-22-3,-34.85079,-7.14092,0.87,63.00,9,0.09,-0.96,-0.25
2015-10-30,17-22-3,-34.85079,-7.14092,0.87,63.00,9,0.05,-0.96,-0.18
2015-10-30,17-22-3,-34.85079,-7.14092,0.87,63.00,9,0.05,-0.95,-0.32
2015-10-30,17-22-3,-34.85079,-7.14092,0.87,63.00,9,0.03,-1.03,-0.28
2015-10-30,17-22-3,-34.85079,-7.14092,0.87,63.00,9,0.07,-0.98,-0.54
2015-10-30,17-22-4,-34.85079,-7.14092,0.39,63.00,9,0.13,-0.97,-0.53
2015-10-30,17-22-4,-34.85079,-7.14092,0.39,63.00,9,0.32,-0.74,-0.14
2015-10-30,17-22-4,0.05000,7.14092,0.39,5.00,28,-0.05,-0.68,-0.90
2015-10-30,17-22-4,0.05000,7.14092,0.39,5.00,28,0.23,-0.80,0.57
2015-10-30,17-22-4,0.05000,7.14092,0.39,5.00,28,0.02,-1.00,0.42
2015-10-30,17-22-4,0.05000,7.14092,0.39,5.00,28,-0.04,-0.85,0.32
2015-10-30,17-22-4,0.05000,7.14092,0.39,5.00,28,-0.04,-0.75,0.59
2015-10-30,17-22-4,0.05000,7.14092,0.39,5.00,28,-0.08,-1.02,0.39
2015-10-30,17-22-4,0.05000,7.14092,0.39,5.00,28,-0.04,-0.82,0.31
2015-10-30,17-22-4,0.05000,7.14092,0.39,5.00,28,0.01,-0.83,0.45
2015-10-30,17-22-4,0.05000,7.14092,0.39,5.00,28,0.10,-0.94,0.48
2015-10-30,17-22-4,0.05000,7.14092,0.39,5.00,28,0.06,-0.92,0.27
2015-10-30,17-22-4,0.05000,7.14092,0.39,5.00,28,-0.03,-0.71,0.07
2015-10-30,17-22-4,0.05000,7.14092,0.39,5.00,28,-0.10,-0.84,0.11
2015-10-30,17-22-4,-34.85078,-7.14091,1.06,5.00,28,0.03,-0.84,0.31
2015-10-30,17-22-4,-34.85078,-7.14091,1.06,5.00,28,0.24,-1.13,0.55
2015-10-30,17-22-4,-34.85078,-7.14091,1.06,5.00,28,0.21,-0.75,0.19
2015-10-30,17-22-4,-34.85078,-7.14091,1.06,5.00,28,0.25,-0.71,0.53
2015-10-30,17-22-4,-34.85078,-7.14091,1.06,5.00,28,0.22,-0.72,0.50
2015-10-30,17-22-4,-34.85078,-7.14091,1.06,5.00,28,0.18,-0.64,0.64
2015-10-30,17-22-4,-34.85078,-7.14091,0.85,5.00,28,0.21,-0.31,0.70
2015-10-30,17-22-4,-34.85078,-7.14091,0.85,5.00,28,0.12,-0.14,0.68
2015-10-30,17-22-4,-34.85078,-7.14091,0.85,5.00,28,0.43,0.02,0.87
2015-10-30,17-22-4,-34.85078,-7.14091,0.85,5.00,28,0.77,0.06,1.10
2015-10-30,17-22-4,-34.85078,-7.14091,0.85,5.00,28,0.55,0.00,0.66
2015-10-30,17-22-4,-34.85078,-7.14091,0.85,5.00,28,0.47,-0.02,0.68
2015-10-30,17-22-4,-34.85078,-7.14091,0.85,5.00,28,0.50,0.02,0.77
2015-10-30,17-22-4,-34.85078,-7.14091,0.85,5.00,28,0.54,0.14,0.88
2015-10-30,17-22-4,-34.85078,-7.14091,0.85,5.00,28,0.53,0.09,0.82
2015-10-30,17-22-4,-34.85078,-7.14091,0.85,5.00,28,0.51,0.02,0.75
2015-10-30,17-22-5,-34.85079,-7.14091,0.67,5.00,28,0.52,0.06,0.80
2015-10-30,17-22-5,-34.85079,-7.14091,0.67,5.00,28,0.53,0.12,0.83
2015-10-30,17-22-5,-34.85079,-7.14091,0.67,5.00,28,0.53,0.07,0.81
2015-10-30,17-22-5,-34.85079,-7.14091,0.67,5.00,28,0.52,0.05,0.76
2015-10-30,17-22-5,-34.85079,-7.14091,0.67,5.00,28,0.52,0.10,0.82
2015-10-30,17-22-5,-34.85079,-7.14091,0.67,5.00,28,0.52,0.10,0.81
2015-10-30,17-22-5,-34.85079,-7.14091,0.67,5.00,28,0.52,0.07,0.77
2015-10-30,17-22-5,-34.85079,-7.14091,0.67,5.00,28,0.52,0.09,0.80
2015-10-30,17-22-5,-34.85079,-7.14091,0.67,5.00,28,0.52,0.09,0.78
2015-10-30,17-22-5,-34.85079,-7.14091,0.02,5.00,28,0.53,0.09,0.80
2015-10-30,17-22-5,-34.85079,-7.14091,0.02,5.00,28,0.52,0.09,0.79
2015-10-30,17-22-5,-34.85079,-7.14091,0.04,5.00,28,0.52,0.10,0.80
2015-10-30,17-22-5,-34.85079,-7.14091,0.04,5.00,28,0.52,0.09,0.79
2015-10-30,17-22-5,-34.85079,-7.14091,0.04,5.00,28,0.52,0.09,0.80
2015-10-30,17-22-5,-34.85079,-7.14091,0.04,5.00,28,0.52,0.09,0.80
2015-10-30,17-22-5,-34.85079,-7.14091,0.04,5.00,28,0.52,0.09,0.79
2015-10-30,17-22-5,-34.85079,-7.14091,0.04,5.00,28,0.52,0.09,0.80
2015-10-30,17-22-5,-34.85079,-7.14091,0.04,5.00,28,0.52,0.09,0.79
2015-10-30,17-22-5,-34.85079,-7.14091,0.04,5.00,28,0.52,0.09,0.79
2015-10-30,17-22-5,-34.85079,-7.14091,0.04,5.00,28,0.52,0.09,0.80
2015-10-30,17-22-5,-34.85079,-7.14091,0.04,5.00,28,0.52,0.09,0.80
2015-10-30,17-22-5,-34.85079,-7.14091,0.04,5.00,28,0.52,0.09,0.79
2015-10-30,17-22-5,-34.85079,-7.14091,0.04,5.00,28,0.52,0.09,0.79
2015-10-30,17-22-5,-34.85079,-7.14091,0.04,5.00,28,0.52,0.09,0.80
2015-10-30,17-22-5,-34.85079,-7.14091,0.04,5.00,28,0.52,0.09,0.79
2015-10-30,17-22-6,-34.85079,-7.14090,0.48,5.00,28,0.52,0.08,0.79
2015-10-30,17-22-6,-34.85079,-7.14090,0.48,5.00,28,0.52,0.09,0.80
2015-10-30,17-22-6,-34.85079,-7.14090,0.48,5.00,28,0.51,0.09,0.80
2015-10-30,17-22-6,-34.85079,-7.14090,0.48,5.00,28,0.52,0.09,0.79
2015-10-30,17-22-6,-34.85079,-7.14090,0.48,5.00,28,0.52,0.09,0.78
2015-10-30,17-22-6,-34.85079,-7.14090,0.48,5.00,28,0.52,0.08,0.80
2015-10-30,17-22-6,-34.85079,-7.14090,0.48,5.00,28,0.52,0.09,0.80
2015-10-30,17-22-6,-34.85079,-7.14090,0.48,5.00,28,0.52,0.09,0.79
2015-10-30,17-22-6,-34.85079,-7.14090,0.48,5.00,28,0.52,0.09,0.79
2015-10-30,17-22-6,-34.85079,-7.14090,0.48,5.00,28,0.51,0.09,0.80
2015-10-30,17-22-6,-34.85079,-7.14090,0.48,5.00,28,0.51,0.09,0.80
2015-10-30,17-22-6,-34.85079,-7.14090,0.48,5.00,28,0.52,0.09,0.80
2015-10-30,17-22-6,-34.85079,-7.14090,0.48,5.00,28,0.51,0.09,0.79
2015-10-30,17-22-6,-34.85079,-7.14090,0.48,5.00,28,0.51,0.09,0.80
2015-10-30,17-22-6,-34.85079,-7.14090,0.48,5.00,28,0.51,0.09,0.80
2015-10-30,17-22-6,-34.85079,-7.14090,0.48,5.00,28,0.52,0.09,0.80
2015-10-30,17-22-6,-34.85079,-7.14090,0.48,5.00,28,0.52,0.09,0.80
2015-10-30,17-22-6,-34.85079,-7.14090,0.48,5.00,28,0.52,0.09,0.80
2015-10-30,17-22-6,-34.85079,-7.14090,0.48,5.00,28,0.52,0.09,0.80
2015-10-30,17-22-6,-34.85079,-7.14090,0.48,5.00,28,0.51,0.09,0.80
2015-10-30,17-22-6,-34.85079,-7.14090,0.48,5.00,28,0.51,0.09,0.80
2015-10-30,17-22-6,-34.85079,-7.14090,0.48,5.00,28,0.51,0.09,0.80
2015-10-30,17-22-6,-34.85079,-7.14090,0.48,5.00,28,0.52,0.09,0.80
2015-10-30,17-22-6,-34.85079,-7.14090,0.48,5.00,28,0.52,0.10,0.80
2015-10-30,17-22-6,-34.85079,-7.14090,0.48,5.00,28,0.51,0.09,0.79
2015-10-30,17-22-6,-34.85079,-7.14090,0.48,5.00,28,0.51,0.09,0.79
2015-10-30,17-22-6,-34.85079,-7.14090,0.48,5.00,28,0.52,0.09,0.80
2015-10-30,17-22-7,-34.85080,-7.14090,0.26,5.00,28,0.51,0.09,0.80
2015-10-30,17-22-7,-34.85080,-7.14090,0.26,5.00,28,0.51,0.09,0.79
2015-10-30,17-22-7,-34.85080,-7.14090,0.26,5.00,28,0.51,0.09,0.80
2015-10-30,17-22-7,-34.85080,-7.14090,0.26,5.00,28,0.52,0.09,0.81
2015-10-30,17-22-7,-34.85080,-7.14090,0.26,5.00,28,0.51,0.09,0.80
2015-10-30,17-22-8,-34.85080,-7.14090,0.52,5.00,28,0.51,0.09,0.80
2015-10-30,17-22-8,-34.85080,-7.14090,0.52,5.00,28,0.51,0.09,0.80
2015-10-30,17-22-8,-34.85080,-7.14090,0.52,5.00,28,0.51,0.09,0.80
2015-10-30,17-22-8,-34.85080,-7.14090,0.52,5.00,28,0.52,0.09,0.80
2015-10-30,17-22-8,-34.85080,-7.14090,1.02,5.00,28,0.51,0.09,0.80
2015-10-30,17-22-8,-34.85080,-7.14090,1.02,5.00,28,0.51,0.10,0.80
2015-10-30,17-22-8,-34.85080,-7.14090,1.02,5.00,28,0.52,0.09,0.80
2015-10-30,17-22-8,-34.85080,-7.14090,1.02,5.00,28,0.51,0.09,0.78
2015-10-30,17-22-8,-34.85080,-7.14090,1.02,5.00,28,0.51,0.09,0.80
2015-10-30,17-22-8,-34.85080,-7.14090,1.02,5.00,28,0.52,0.09,0.80
2015-10-30,17-22-8,-34.85080,-7.14090,1.02,5.00,28,0.51,0.09,0.79
2015-10-30,17-22-8,-34.85080,-7.14090,1.02,5.00,28,0.52,0.09,0.80
2015-10-30,17-22-8,-34.85080,-7.14090,0.89,5.00,28,0.51,0.09,0.80
2015-10-30,17-22-8,-34.85080,-7.14090,0.89,5.00,28,0.51,0.09,0.80
2015-10-30,17-22-8,-34.85080,-7.14090,0.89,5.00,28,0.51,0.09,0.80
2015-10-30,17-22-8,-34.85080,-7.14090,0.76,5.00,28,0.51,0.09,0.80
2015-10-30,17-22-8,-34.85080,-7.14090,0.76,5.00,28,0.51,0.09,0.80
2015-10-30,17-22-8,-34.85080,-7.14090,0.76,5.00,28,0.52,0.09,0.80
2015-10-30,17-22-8,-34.85080,-7.14090,0.76,5.00,28,0.51,0.09,0.80
2015-10-30,17-22-8,-34.85080,-7.14090,0.76,5.00,28,0.51,0.09,0.80
2015-10-30,17-22-9,-34.85080,-7.14090,0.41,5.00,28,0.51,0.09,0.80
