data,hora,latitude,longitude,velocidade,altitude,satelites,xg,yg,zg,x,y,z
1692015,2121,-7.14089,-34.85075,0.22,55.80,8,-0.22,-0.04,0.92,30,-5,18
1692015,2122,-7.14089,-34.85075,0.22,55.80,8,-0.21,-0.04,0.91,28,-5,23
1692015,2122,-7.14089,-34.85075,0.22,55.80,8,-0.21,-0.04,0.92,29,-7,21
1692015,2122,-7.14089,-34.85075,0.22,55.80,8,-0.21,-0.04,0.92,29,-1,17
1692015,2122,-7.14089,-34.85075,0.22,55.80,8,-0.21,-0.04,0.92,29,-7,15
1692015,2122,-7.14090,-34.85075,0.17,55.80,8,-0.21,-0.04,0.92,25,-6,21
1692015,2122,-7.14090,-34.85075,0.17,55.80,8,-0.21,-0.04,0.92,31,-5,16
1692015,2122,-7.14090,-34.85075,0.17,55.80,8,-0.21,-0.04,0.93,26,-8,18
1692015,2122,-7.14090,-34.85075,0.17,55.80,8,-0.21,-0.04,0.93,31,-9,18
1692015,2123,-7.14090,-34.85075,0.17,55.80,8,-0.21,-0.04,0.92,31,-7,22
1692015,2123,-7.14090,-34.85075,0.17,55.80,8,-0.21,-0.04,0.92,30,-5,17
1692015,2123,-7.14090,-34.85075,0.17,55.80,8,-0.21,-0.04,0.92,27,-6,26
1692015,2123,-7.14090,-34.85075,0.17,55.80,8,-0.21,-0.04,0.93,27,-5,21
1692015,2123,-7.14089,-34.85075,0.24,55.80,8,-0.21,-0.03,0.93,27,-4,25
1692015,2123,-7.14089,-34.85075,0.24,55.80,8,-0.21,-0.04,0.93,27,-4,21
1692015,2123,-7.14089,-34.85075,0.24,55.60,9,-0.21,-0.04,0.93,24,-5,15
1692015,2123,-7.14089,-34.85075,0.24,55.60,9,-0.21,-0.04,0.93,29,-5,20
1692015,2124,-7.14089,-34.85075,0.24,55.60,9,-0.21,-0.04,0.92,31,-1,23
1692015,2124,-7.14089,-34.85075,0.24,55.60,9,-0.21,-0.04,0.92,24,-3,18
1692015,2124,-7.14089,-34.85075,0.24,55.60,9,-0.21,-0.04,0.92,32,-7,23
1692015,2124,-7.14089,-34.85075,0.24,55.60,9,-0.21,-0.04,0.91,32,-6,23
1692015,2124,-7.14089,-34.85075,0.13,55.60,9,-0.21,-0.04,0.92,27,-7,19
1692015,2124,-7.14089,-34.85075,0.13,55.60,9,-0.21,-0.04,0.91,25,-5,23
1692015,2124,-7.14089,-34.85075,0.13,55.60,9,-0.21,-0.04,0.93,35,-4,18
1692015,2124,-7.14089,-34.85075,0.13,55.60,9,-0.21,-0.04,0.92,36,-3,24
1692015,2125,-7.14089,-34.85075,0.13,55.60,9,-0.21,-0.04,0.92,30,-8,20
1692015,2125,-7.14089,-34.85075,0.13,55.60,9,-0.21,-0.04,0.91,32,-7,20
1692015,2125,-7.14089,-34.85075,0.13,55.60,9,-0.21,-0.04,0.92,28,-5,20
1692015,2125,-7.14089,-34.85075,0.13,55.60,9,-0.21,-0.04,0.92,31,-4,18
1692015,2125,-7.14089,-34.85075,0.61,55.60,9,-0.21,-0.04,0.92,26,-6,24
1692015,2125,-7.14089,-34.85075,0.61,55.60,9,-0.21,-0.04,0.93,29,-6,20
1692015,2125,-7.14089,-34.85075,0.61,55.60,9,-0.21,-0.04,0.92,29,-7,23
1692015,2125,-7.14089,-34.85075,0.61,55.60,9,-0.21,-0.04,0.92,32,-8,23
1692015,2126,-7.14089,-34.85075,0.61,55.60,9,-0.21,-0.04,0.92,27,-6,20
1692015,2126,-7.14089,-34.85075,0.61,55.60,9,-0.21,-0.04,0.92,25,-7,23
1692015,2126,-7.14089,-34.85075,0.61,55.60,9,-0.21,-0.04,0.92,29,-3,17
1692015,2126,-7.14089,-34.85075,0.61,55.60,9,-0.21,-0.04,0.92,27,-4,17
1692015,2126,-7.14089,-34.85075,0.41,55.60,9,-0.21,-0.04,0.91,29,-8,13
1692015,2126,-7.14089,-34.85075,0.41,55.60,9,-0.21,-0.04,0.92,30,-10,18
1692015,2126,-7.14089,-34.85075,0.41,55.70,9,-0.21,-0.04,0.92,32,-8,19
1692015,2127,-7.14089,-34.85075,0.41,55.70,9,-0.21,-0.04,0.91,29,-5,23
1692015,2127,-7.14089,-34.85075,0.41,55.70,9,-0.21,-0.04,0.92,29,-5,19
1692015,2127,-7.14089,-34.85075,0.41,55.70,9,-0.21,-0.04,0.93,31,-3,25
1692015,2127,-7.14089,-34.85075,0.41,55.70,9,-0.21,-0.04,0.92,30,-7,21
1692015,2127,-7.14089,-34.85075,0.41,55.70,9,-0.21,-0.04,0.92,27,-6,22
1692015,2127,-7.14090,-34.85075,0.59,55.70,9,-0.21,-0.04,0.92,27,-3,23
1692015,2127,-7.14090,-34.85075,0.59,55.70,9,-0.21,-0.04,0.93,28,-4,21
1692015,2127,-7.14090,-34.85075,0.59,56.00,9,-0.21,-0.04,0.92,27,-6,20
1692015,2128,-7.14090,-34.85075,0.59,56.00,9,-0.21,-0.04,0.92,28,-6,21
1692015,2128,-7.14090,-34.85075,0.59,56.00,9,-0.21,-0.04,0.92,28,-9,15
1692015,2128,-7.14090,-34.85075,0.59,56.00,9,-0.21,-0.04,0.92,29,-7,20
1692015,2128,-7.14090,-34.85075,0.59,56.00,9,-0.21,-0.04,0.91,34,-8,22
1692015,2128,-7.14090,-34.85075,0.59,56.00,9,-0.22,-0.05,0.92,-69,17,-2
1692015,2128,-7.14089,-34.85075,0.20,56.00,9,-0.21,-0.04,0.93,32,-8,16
1692015,2128,-7.14089,-34.85075,0.20,56.00,9,-0.21,-0.03,0.91,29,-6,17
1692015,2128,-7.14089,-34.85075,0.20,55.90,9,-0.21,-0.04,0.93,29,-4,21
1692015,2129,-7.14089,-34.85075,0.20,55.90,9,-0.21,-0.04,0.92,26,-6,16
1692015,2129,-7.14089,-34.85075,0.20,55.90,9,-0.21,-0.03,0.92,31,-3,22
1692015,2129,-7.14089,-34.85075,0.20,55.90,9,-0.21,-0.04,0.92,27,-1,25
1692015,2129,-7.14089,-34.85075,0.20,55.90,9,-0.21,-0.04,0.92,29,-6,16
1692015,2129,-7.14089,-34.85075,0.20,55.90,9,-0.21,-0.04,0.93,31,-5,20
1692015,2129,-7.14089,-34.85075,0.50,55.90,9,-0.21,-0.04,0.92,35,-10,22
1692015,2129,-7.14089,-34.85075,0.50,55.90,9,-0.22,-0.04,0.92,25,-2,22
1692015,2129,-7.14089,-34.85075,0.50,55.80,8,-0.21,-0.04,0.93,29,-3,19
1692015,21210,-7.14089,-34.85075,0.50,55.80,8,-0.21,-0.04,0.92,15,-13,22
1692015,21210,-7.14089,-34.85075,0.50,55.80,8,-0.21,-0.04,0.92,26,-4,21
1692015,21210,-7.14089,-34.85075,0.50,55.80,8,-0.21,-0.04,0.92,28,-6,18
1692015,21210,-7.14089,-34.85075,0.50,55.80,8,-0.21,-0.04,0.93,26,-8,22
1692015,21210,-7.14089,-34.85075,0.50,55.80,8,-0.21,-0.04,0.92,27,-2,20
1692015,21210,-7.14089,-34.85075,1.11,55.80,8,-0.21,-0.04,0.92,29,-6,22
1692015,21210,-7.14089,-34.85075,1.11,55.80,8,-0.21,-0.04,0.91,31,-6,21
1692015,21210,-7.14089,-34.85075,1.11,55.70,8,-0.21,-0.04,0.92,25,-8,20
1692015,21211,-7.14089,-34.85075,1.11,55.70,8,-0.21,-0.04,0.92,27,-3,22
1692015,21211,-7.14089,-34.85075,1.11,55.70,8,-0.21,-0.04,0.93,30,-6,24
1692015,21211,-7.14089,-34.85075,1.11,55.70,8,-0.21,-0.04,0.92,27,-4,21
1692015,21211,-7.14089,-34.85075,1.11,55.70,8,-0.21,-0.04,0.92,27,-5,21
1692015,21211,-7.14089,-34.85075,1.11,55.70,8,-0.21,-0.04,0.92,30,-6,19
1692015,21211,-7.14089,-34.85075,0.48,55.70,8,-0.21,-0.04,0.92,27,-4,18
1692015,21211,-7.14089,-34.85075,0.48,55.70,8,-0.21,-0.04,0.92,39,-7,17
1692015,21211,-7.14089,-34.85075,0.48,55.60,8,-0.21,-0.04,0.91,28,-8,21
1692015,21212,-7.14089,-34.85075,0.48,55.60,8,-0.21,-0.04,0.92,31,-8,26
1692015,21212,-7.14089,-34.85075,0.48,55.60,8,-0.21,-0.04,0.92,33,-7,18
1692015,21212,-7.14089,-34.85075,0.48,55.60,8,-0.21,-0.04,0.93,27,-4,23
1692015,21212,-7.14089,-34.85075,0.48,55.60,8,-0.21,-0.04,0.91,29,-1,22
1692015,21212,-7.14089,-34.85075,0.48,55.60,8,-0.21,-0.04,0.92,29,-7,23
1692015,21212,-7.14089,-34.85075,0.28,55.60,8,-0.21,-0.04,0.93,32,-3,20
1692015,21212,-7.14089,-34.85075,0.28,55.60,8,-0.22,-0.04,0.92,42,-6,23
1692015,21212,-7.14089,-34.85075,0.28,55.60,8,-0.21,-0.04,0.92,33,-4,21
1692015,21213,-7.14089,-34.85075,0.28,55.60,8,-0.21,-0.04,0.92,26,-5,21
1692015,21213,-7.14089,-34.85075,0.28,55.60,8,-0.21,-0.04,0.92,32,-3,22
1692015,21213,-7.14089,-34.85075,0.28,55.60,8,-0.21,-0.03,0.91,27,-7,23
1692015,21213,-7.14089,-34.85075,0.28,55.60,8,-0.21,-0.04,0.93,31,-2,15
1692015,21213,-7.14089,-34.85075,0.28,55.60,8,-0.21,-0.04,0.92,28,-6,17
1692015,21213,-7.14089,-34.85075,0.17,55.60,8,-0.21,-0.04,0.92,28,-1,18
1692015,21213,-7.14089,-34.85075,0.17,55.60,8,-0.21,-0.04,0.92,27,-5,20
1692015,21213,-7.14089,-34.85075,0.17,55.60,8,-0.21,-0.04,0.92,25,-4,19
1692015,21214,-7.14089,-34.85075,0.17,55.60,8,-0.21,-0.04,0.92,29,-6,18
1692015,21214,-7.14089,-34.85075,0.17,55.60,8,-0.22,-0.04,0.92,29,-8,22
1692015,21214,-7.14089,-34.85075,0.17,55.60,8,-0.21,-0.04,0.93,31,-6,26
1692015,21214,-7.14089,-34.85075,0.17,55.60,8,-0.21,-0.04,0.92,33,-2,21
1692015,21214,-7.14089,-34.85075,0.17,55.60,8,-0.21,-0.04,0.93,28,-7,18
1692015,21214,-7.14089,-34.85075,0.37,55.60,8,-0.21,-0.04,0.92,30,-4,19
1692015,21214,-7.14089,-34.85075,0.37,55.60,8,-0.21,-0.04,0.93,28,-6,21
1692015,21214,-7.14089,-34.85075,0.37,55.60,8,-0.21,-0.04,0.92,31,-7,21
1692015,21215,-7.14089,-34.85075,0.37,55.60,8,-0.21,-0.04,0.93,30,-1,24
1692015,21215,-7.14089,-34.85075,0.37,55.60,8,-0.21,-0.04,0.92,45,3,18
1692015,21215,-7.14089,-34.85075,0.37,55.60,8,-0.21,-0.03,0.93,23,-7,16
1692015,21215,-7.14089,-34.85075,0.37,55.60,8,-0.21,-0.04,0.92,27,-9,18
1692015,21215,-7.14089,-34.85075,0.37,55.60,8,-0.21,-0.04,0.93,27,-5,17
1692015,21215,-7.14089,-34.85075,0.33,55.60,8,-0.21,-0.04,0.93,28,-5,20
1692015,21215,-7.14089,-34.85075,0.33,55.60,8,-0.21,-0.04,0.92,35,-3,21
1692015,21215,-7.14089,-34.85075,0.33,55.60,9,-0.21,-0.04,0.90,21,-6,21
1692015,21216,-7.14089,-34.85075,0.33,55.60,9,-0.21,-0.04,0.91,20,-14,23
1692015,21216,-7.14089,-34.85075,0.33,55.60,9,-0.21,-0.04,0.91,32,-2,21
1692015,21216,-7.14089,-34.85075,0.33,55.60,9,-0.21,-0.04,0.93,24,-7,19
1692015,21216,-7.14089,-34.85075,0.33,55.60,9,-0.21,-0.04,0.91,27,-6,21
1692015,21216,-7.14089,-34.85075,0.33,55.60,9,-0.21,-0.04,0.92,27,-5,22
1692015,21216,-7.14089,-34.85075,0.37,55.60,9,-0.21,-0.04,0.92,28,-6,23
1692015,21216,-7.14089,-34.85075,0.37,55.60,9,-0.21,-0.04,0.92,28,-7,26
1692015,21216,-7.14089,-34.85075,0.37,55.70,9,-0.21,-0.04,0.92,28,-6,20
1692015,21217,-7.14089,-34.85075,0.37,55.70,9,-0.21,-0.04,0.92,22,-7,20
1692015,21217,-7.14089,-34.85075,0.37,55.70,9,-0.21,-0.04,0.92,32,-7,17
1692015,21217,-7.14089,-34.85075,0.37,55.70,9,-0.21,-0.04,0.92,28,-5,20
1692015,21217,-7.14089,-34.85075,0.37,55.70,9,-0.21,-0.04,0.92,32,-6,24
1692015,21217,-7.14089,-34.85075,0.37,55.70,9,-0.21,-0.04,0.92,33,-2,20
1692015,21217,-7.14089,-34.85075,0.06,55.70,9,-0.21,-0.04,0.91,24,-2,22
1692015,21217,-7.14089,-34.85075,0.06,55.70,9,-0.21,-0.04,0.92,25,-7,21
1692015,21217,-7.14089,-34.85075,0.06,55.80,9,-0.21,-0.04,0.93,25,-1,20
1692015,21218,-7.14089,-34.85075,0.06,55.80,9,-0.21,-0.04,0.92,27,-6,22
1692015,21218,-7.14089,-34.85075,0.06,55.80,9,-0.21,-0.04,0.93,29,-6,18
1692015,21218,-7.14089,-34.85075,0.06,55.80,9,-0.21,-0.04,0.92,30,-5,23
1692015,21218,-7.14089,-34.85075,0.06,55.80,9,-0.21,-0.04,0.92,26,-4,19
1692015,21218,-7.14089,-34.85075,0.06,55.80,9,-0.21,-0.04,0.92,26,-3,18
1692015,21218,-7.14089,-34.85075,0.15,55.80,9,-0.21,-0.04,0.92,22,-5,23
1692015,21218,-7.14089,-34.85075,0.15,55.80,9,-0.21,-0.04,0.93,31,-3,18
1692015,21218,-7.14089,-34.85075,0.15,56.00,9,-0.21,-0.04,0.92,27,-6,16
1692015,21219,-7.14089,-34.85075,0.15,56.00,9,-0.21,-0.04,0.92,29,-8,13
1692015,21219,-7.14089,-34.85075,0.15,56.00,9,-0.21,-0.04,0.92,28,-4,18
1692015,21219,-7.14089,-34.85075,0.15,56.00,9,-0.21,-0.04,0.92,29,-5,21
1692015,21219,-7.14089,-34.85075,0.15,56.00,9,-0.21,-0.04,0.92,31,-5,21
1692015,21219,-7.14089,-34.85075,0.15,56.00,9,-0.21,-0.04,0.92,26,-3,21
1692015,21219,-7.14089,-34.85075,1.20,56.00,9,-0.21,-0.04,0.92,28,-7,21
1692015,21219,-7.14089,-34.85075,1.20,56.00,9,-0.21,-0.04,0.92,31,-7,24
1692015,21219,-7.14089,-34.85075,1.20,56.40,9,-0.21,-0.04,0.93,27,-6,21
1692015,21220,-7.14089,-34.85075,1.20,56.40,9,-0.21,-0.04,0.92,30,-7,19
1692015,21220,-7.14089,-34.85075,1.20,56.40,9,-0.21,-0.04,0.92,28,-2,18
1692015,21220,-7.14089,-34.85075,1.20,56.40,9,-0.21,-0.04,0.92,27,-6,16
1692015,21220,-7.14089,-34.85075,1.20,56.40,9,-0.21,-0.04,0.92,35,7,16
1692015,21220,-7.14089,-34.85075,1.20,56.40,9,-0.21,-0.04,0.93,23,-11,18
1692015,21220,-7.14089,-34.85075,0.56,56.40,9,-0.21,-0.04,0.93,34,-8,16
1692015,21220,-7.14089,-34.85075,0.56,56.40,9,-0.21,-0.04,0.92,20,-6,20
1692015,21220,-7.14089,-34.85075,0.56,56.70,9,-0.21,-0.03,0.92,30,-5,15
1692015,21221,-7.14089,-34.85075,0.56,56.70,9,-0.21,-0.04,0.92,28,-10,17
1692015,21221,-7.14089,-34.85075,0.56,56.70,9,-0.21,-0.05,0.92,32,-9,27
1692015,21221,-7.14089,-34.85075,0.56,56.70,9,-0.19,-0.04,0.94,116,8,14
1692015,21221,-7.14089,-34.85075,0.56,56.70,9,-0.22,-0.04,0.94,49,-3,20
1692015,21221,-7.14089,-34.85075,0.56,56.70,9,-0.21,-0.03,0.93,27,-4,22
1692015,21221,-7.14089,-34.85075,0.26,56.70,9,-0.21,-0.04,0.93,26,-3,22
1692015,21221,-7.14089,-34.85075,0.26,56.70,9,-0.21,-0.04,0.94,40,-1,20
1692015,21221,-7.14089,-34.85075,0.26,57.00,9,-0.21,-0.05,0.93,14,-12,21
1692015,21222,-7.14089,-34.85075,0.26,57.00,9,-0.21,-0.04,0.92,62,9,14
1692015,21222,-7.14089,-34.85075,0.26,57.00,9,-0.21,-0.05,0.90,55,11,23
1692015,21222,-7.14089,-34.85075,0.26,57.00,9,-0.20,-0.04,0.93,109,1,13
1692015,21222,-7.14089,-34.85075,0.26,57.00,9,-0.20,-0.04,0.92,31,3,16
1692015,21222,-7.14089,-34.85075,0.26,57.00,9,-0.21,-0.04,0.92,5,-19,17
1692015,21222,-7.14089,-34.85075,0.46,57.00,9,-0.18,-0.07,0.91,-17,20,39
1692015,21222,-7.14089,-34.85075,0.46,57.00,9,-0.20,-0.05,0.92,27,-13,21
1692015,21222,-7.14089,-34.85075,0.46,57.40,9,-0.20,-0.05,0.93,14,-6,18
1692015,21223,-7.14089,-34.85075,0.46,57.40,9,-0.21,-0.06,0.91,18,-4,29
1692015,21223,-7.14089,-34.85075,0.46,57.40,9,-0.20,-0.05,0.93,25,-5,18
1692015,21223,-7.14089,-34.85075,0.46,57.40,9,-0.20,-0.05,0.92,31,-1,20
1692015,21223,-7.14089,-34.85075,0.46,57.40,9,-0.20,-0.05,0.92,29,-1,24
1692015,21223,-7.14089,-34.85075,0.46,57.40,9,-0.20,-0.04,0.93,29,-3,22
1692015,21223,-7.14089,-34.85075,0.63,57.40,9,-0.20,-0.05,0.92,29,-3,21
1692015,21223,-7.14089,-34.85075,0.63,57.40,9,-0.20,-0.05,0.93,28,-5,23
1692015,21223,-7.14089,-34.85075,0.63,57.80,9,-0.21,-0.05,0.93,10,-8,19
1692015,21224,-7.14089,-34.85075,0.63,57.80,9,-0.21,0.00,0.92,21,22,28
1692015,21224,-7.14089,-34.85075,0.63,57.80,9,-0.24,-0.10,0.89,-175,-271,92
1692015,21224,-7.14089,-34.85075,0.63,57.80,9,-0.21,-0.04,0.95,-62,89,41
1692015,21224,-7.14089,-34.85075,0.63,57.80,9,-0.22,-0.05,0.92,164,-20,-6
1692015,21224,-7.14089,-34.85075,0.63,57.80,9,-0.22,0.06,0.93,99,94,104
1692015,21224,-7.14090,-34.85075,0.26,57.80,9,-0.20,-0.04,0.95,-121,-24,10
1692015,21224,-7.14090,-34.85075,0.26,57.80,9,-0.21,-0.03,0.92,119,-28,-245
1692015,21224,-7.14090,-34.85075,0.26,57.80,9,-0.21,-0.03,0.92,30,5,15
1692015,21225,-7.14090,-34.85075,0.26,57.80,9,-0.21,-0.03,0.92,26,-25,-22
1692015,21225,-7.14090,-34.85075,0.26,57.80,9,-0.21,-0.02,0.92,35,-2,18
1692015,21225,-7.14090,-34.85075,0.26,57.80,9,-0.20,-0.04,0.93,9,-38,22
1692015,21225,-7.14090,-34.85075,0.26,57.80,9,-0.20,-0.04,0.92,30,-4,23
1692015,21225,-7.14090,-34.85075,0.26,57.80,9,-0.20,-0.05,0.93,31,-7,23
1692015,21225,-7.14090,-34.85075,0.56,57.80,9,-0.20,-0.05,0.93,31,-2,21
1692015,21225,-7.14090,-34.85075,0.56,57.80,9,-0.20,-0.05,0.93,31,-2,18
1692015,21226,-7.14090,-34.85075,0.56,58.20,9,-0.21,-0.05,0.95,25,-6,19
1692015,21226,-7.14090,-34.85075,0.56,58.20,9,-0.21,-0.04,0.93,35,-7,22
1692015,21226,-7.14090,-34.85075,0.56,58.20,9,-0.21,-0.05,0.93,30,-7,17
1692015,21226,-7.14090,-34.85075,0.56,58.20,9,-0.21,-0.04,0.92,29,-5,22
1692015,21226,-7.14090,-34.85075,0.56,58.20,9,-0.20,-0.04,0.92,34,-5,18
1692015,21226,-7.14090,-34.85075,0.56,58.20,9,-0.21,-0.05,0.93,30,-5,22
1692015,21226,-7.14090,-34.85075,0.28,58.20,9,-0.21,-0.04,0.92,30,-9,20
1692015,21226,-7.14090,-34.85075,0.28,58.20,9,-0.20,-0.04,0.93,26,-6,21
1692015,21227,-7.14090,-34.85075,0.28,58.10,9,-0.21,-0.04,0.93,28,-5,14
1692015,21227,-7.14090,-34.85075,0.28,58.10,9,-0.20,-0.04,0.92,25,-6,19
1692015,21227,-7.14090,-34.85075,0.28,58.10,9,-0.20,-0.04,0.92,29,-9,24
1692015,21227,-7.14090,-34.85075,0.28,58.10,9,-0.20,-0.04,0.91,30,-4,17
1692015,21227,-7.14090,-34.85075,0.28,58.10,9,-0.21,-0.04,0.92,30,-3,17
1692015,21227,-7.14090,-34.85075,0.28,58.10,9,-0.20,-0.04,0.92,32,-10,18
1692015,21227,-7.14090,-34.85075,0.06,58.10,9,-0.20,-0.04,0.92,29,-4,21
1692015,21227,-7.14090,-34.85075,0.06,58.10,9,-0.20,-0.05,0.93,24,-4,17
1692015,21228,-7.14090,-34.85075,0.06,58.10,9,-0.20,-0.04,0.92,31,-4,22
1692015,21228,-7.14090,-34.85075,0.06,58.10,9,-0.20,-0.04,0.92,31,-6,24
1692015,21228,-7.14090,-34.85075,0.06,58.10,9,-0.20,-0.04,0.92,32,-8,20
1692015,21228,-7.14090,-34.85075,0.06,58.10,9,-0.20,-0.04,0.91,32,-6,14
1692015,21228,-7.14090,-34.85075,0.06,58.10,9,-0.21,-0.04,0.91,28,-6,23
1692015,21228,-7.14090,-34.85075,0.06,58.10,9,-0.20,-0.04,0.91,34,-7,20
1692015,21228,-7.14089,-34.85074,0.07,58.10,9,-0.20,-0.04,0.91,29,-6,20
1692015,21228,-7.14089,-34.85074,0.07,58.10,9,-0.20,-0.05,0.93,32,-4,19
1692015,21229,-7.14089,-34.85074,0.07,58.00,9,-0.21,-0.05,0.92,31,-6,20
1692015,21229,-7.14089,-34.85074,0.07,58.00,9,-0.20,-0.05,0.92,32,-6,29
1692015,21229,-7.14089,-34.85074,0.07,58.00,9,-0.20,-0.04,0.93,25,-7,18
1692015,21229,-7.14089,-34.85074,0.07,58.00,9,-0.21,-0.04,0.93,29,-2,14
1692015,21229,-7.14089,-34.85074,0.07,58.00,9,-0.20,-0.04,0.92,29,-7,24
1692015,21229,-7.14089,-34.85074,0.07,58.00,9,-0.20,-0.04,0.92,22,-7,16
1692015,21229,-7.14089,-34.85074,0.28,58.00,9,-0.20,-0.05,0.91,24,-3,21
1692015,21229,-7.14089,-34.85074,0.28,58.00,9,-0.21,-0.05,0.91,28,-5,21
1692015,21230,-7.14089,-34.85074,0.28,58.00,9,-0.20,-0.04,0.91,34,-9,17
1692015,21230,-7.14089,-34.85074,0.28,58.00,9,-0.20,-0.04,0.92,27,-6,16
1692015,21230,-7.14089,-34.85074,0.28,58.00,9,-0.20,-0.04,0.91,27,-8,21
1692015,21230,-7.14089,-34.85074,0.28,58.00,9,-0.21,-0.04,0.92,31,-5,18
1692015,21230,-7.14089,-34.85074,0.28,58.00,9,-0.20,-0.04,0.92,32,-4,21
1692015,21230,-7.14089,-34.85074,0.28,58.00,9,-0.20,-0.05,0.93,24,-1,18
1692015,21230,-7.14089,-34.85074,0.15,58.00,9,-0.20,-0.04,0.93,25,-6,18
1692015,21230,-7.14089,-34.85074,0.15,58.00,9,-0.20,-0.05,0.92,27,-6,20
1692015,21231,-7.14089,-34.85074,0.15,58.10,9,-0.20,-0.05,0.93,27,-7,19
1692015,21231,-7.14089,-34.85074,0.15,58.10,9,-0.21,-0.05,0.92,24,-5,26
1692015,21231,-7.14089,-34.85074,0.15,58.10,9,-0.20,-0.04,0.92,26,-8,20
1692015,21231,-7.14089,-34.85074,0.15,58.10,9,-0.20,-0.04,0.93,27,-6,21
1692015,21231,-7.14089,-34.85074,0.15,58.10,9,-0.20,-0.05,0.92,26,-5,21
1692015,21231,-7.14089,-34.85074,0.15,58.10,9,-0.20,-0.05,0.92,31,-9,18
1692015,21231,-7.14089,-34.85074,0.09,58.10,9,-0.21,-0.05,0.91,26,-2,12
1692015,21231,-7.14089,-34.85074,0.09,58.10,9,-0.20,-0.05,0.92,30,-12,22
1692015,21232,-7.14089,-34.85074,0.09,58.10,9,-0.20,-0.05,0.92,30,-11,20
1692015,21232,-7.14089,-34.85074,0.09,58.10,9,-0.20,-0.05,0.93,30,-7,19
1692015,21232,-7.14089,-34.85074,0.09,58.10,9,-0.21,-0.04,0.93,26,-5,24
1692015,21232,-7.14089,-34.85074,0.09,58.10,9,-0.21,-0.04,0.93,29,-9,24
1692015,21232,-7.14089,-34.85074,0.09,58.10,9,-0.20,-0.05,0.92,27,-7,19
1692015,21232,-7.14089,-34.85074,0.09,58.10,9,-0.20,-0.04,0.92,32,-5,24
1692015,21232,-7.14089,-34.85074,0.06,58.10,9,-0.21,-0.04,0.92,35,-4,20
1692015,21232,-7.14089,-34.85074,0.06,58.10,9,-0.20,-0.05,0.93,27,-5,19
1692015,21233,-7.14089,-34.85074,0.06,58.20,9,-0.20,-0.04,0.93,32,-10,20
1692015,21233,-7.14089,-34.85074,0.06,58.20,9,-0.21,-0.04,0.92,32,-8,20
1692015,21233,-7.14089,-34.85074,0.06,58.20,9,-0.20,-0.05,0.91,33,-3,21
1692015,21233,-7.14089,-34.85074,0.06,58.20,9,-0.20,-0.05,0.92,30,-7,22
1692015,21233,-7.14089,-34.85074,0.06,58.20,9,-0.20,-0.04,0.92,32,-6,23
1692015,21233,-7.14089,-34.85074,0.06,58.20,9,-0.21,-0.04,0.92,30,-7,21
1692015,21233,-7.14089,-34.85074,0.17,58.20,9,-0.20,-0.05,0.92,26,-1,19
1692015,21233,-7.14089,-34.85074,0.17,58.20,9,-0.20,-0.05,0.92,25,-8,22
1692015,21234,-7.14089,-34.85074,0.17,58.50,9,-0.20,-0.04,0.92,30,-7,24
1692015,21234,-7.14089,-34.85074,0.17,58.50,9,-0.21,-0.04,0.92,26,-8,18
1692015,21234,-7.14089,-34.85074,0.17,58.50,9,-0.20,-0.04,0.92,31,-7,23
1692015,21234,-7.14089,-34.85074,0.17,58.50,9,-0.20,-0.04,0.92,30,-7,19
1692015,21234,-7.14089,-34.85074,0.17,58.50,9,-0.21,-0.05,0.92,29,-4,18
1692015,21234,-7.14089,-34.85074,0.17,58.50,9,-0.20,-0.05,0.92,32,-6,19
1692015,21234,-7.14089,-34.85074,0.33,58.50,9,-0.20,-0.04,0.92,28,-3,25
1692015,21234,-7.14089,-34.85074,0.33,58.50,9,-0.21,-0.05,0.92,30,-6,21
1692015,21235,-7.14089,-34.85074,0.33,58.50,9,-0.20,-0.04,0.91,26,-5,17
1692015,21235,-7.14089,-34.85074,0.33,58.50,9,-0.21,-0.05,0.92,31,-8,27
1692015,21235,-7.14089,-34.85074,0.33,58.50,9,-0.20,-0.04,0.92,25,-8,16
1692015,21235,-7.14089,-34.85074,0.33,58.50,9,-0.21,-0.04,0.92,23,-6,14
1692015,21235,-7.14089,-34.85074,0.33,58.50,9,-0.20,-0.04,0.92,26,-2,15
1692015,21235,-7.14089,-34.85074,0.33,58.50,9,-0.20,-0.04,0.92,28,-6,22
1692015,21235,-7.14089,-34.85074,0.13,58.50,9,-0.20,-0.05,0.93,34,249,22
1692015,21235,-7.14089,-34.85074,0.13,58.50,9,-0.20,-0.04,0.93,30,-7,16
1692015,21236,-7.14089,-34.85074,0.13,58.70,9,-0.20,-0.05,0.92,27,-6,16
1692015,21236,-7.14089,-34.85074,0.13,58.70,9,-0.20,-0.04,0.92,26,-5,19
1692015,21236,-7.14089,-34.85074,0.13,58.70,9,-0.20,-0.05,0.92,26,-8,21
1692015,21236,-7.14089,-34.85074,0.13,58.70,9,-0.20,-0.04,0.92,28,-3,22
1692015,21236,-7.14089,-34.85074,0.13,58.70,9,-0.20,-0.04,0.92,29,-2,20
1692015,21236,-7.14089,-34.85074,0.13,58.70,9,-0.20,-0.04,0.92,27,-7,20
1692015,21236,-7.14089,-34.85073,1.13,58.70,9,-0.20,-0.04,0.92,31,-5,19
1692015,21236,-7.14089,-34.85073,1.13,58.70,9,-0.20,-0.04,0.93,22,-8,20
